1.66748 0
1.60354 0.063932
1.62577 0.0430859
1.64275 0.0348815
1.65267 0.0287799
1.64584 0.0244699
1.64093 0.0212551
1.64699 0.0193782
1.65076 0.0174999
1.64773 0.0159414
1.64597 0.014527
1.6504 0.013982
1.64642 0.0134641
1.64629 0.0124661
1.64604 0.0116079
1.64342 0.0111695
1.64662 0.0109674
1.64486 0.0104888
1.64562 0.00995056
1.64903 0.0100376
1.65117 0.00978447
1.6536 0.00964093
1.65553 0.00941285
1.65529 0.00901545
1.65618 0.00869296
1.65225 0.00922971
1.65274 0.00889457
1.652 0.00860236
1.65262 0.00832298
1.65118 0.00816858
1.65158 0.00791078
1.64882 0.00813872
1.64753 0.00799366
1.64721 0.00776174
1.64844 0.00763619
1.65208 0.00826552
1.65172 0.00804672
1.65112 0.00785541
1.65246 0.00776876
1.65251 0.00757216
