0.5    0.879861   0.0148068
0.5    0.880005    0.014868
0.51    0.842308   0.0238636
0.52    0.829289   0.0188667
0.53    0.826538   0.0222679
0.54    0.814749   0.0148048
0.55    0.804255   0.0115582
0.56    0.770658   0.0126218
0.57    0.739324   0.0158847
0.58    0.711471   0.0166914
0.59    0.701791   0.0146142
0.6    0.646684   0.0233465
0.61    0.627603   0.0161394
0.62    0.614364    0.016061
0.63    0.563709   0.0157216
0.64    0.554059   0.0155539
0.65    0.526318    0.013275
0.66    0.520645   0.0129322
0.67    0.504448   0.0143419
0.68     0.49495   0.0105176
0.69    0.460336   0.0117834
0.7    0.460969  0.00974929
0.71    0.443272   0.0106576
0.72    0.427165   0.0102055
0.73    0.403517  0.00808275
0.74    0.373159  0.00997054
0.75    0.370421   0.0124345
0.76    0.340083   0.0115028
0.77    0.329892  0.00789775
0.78    0.314787   0.0112095
0.79    0.302896  0.00893178
0.8    0.285551   0.0106963
0.81    0.273641  0.00716101
0.82    0.250462  0.00918392
0.83    0.247431   0.0080978
0.84    0.240629  0.00753732
0.85     0.22345  0.00686341
0.86    0.226281   0.0061277
0.87    0.215972   0.0060337
0.88    0.215576  0.00585864
0.89    0.210623  0.00702228
0.9    0.197064  0.00642887
0.91    0.186339  0.00610313
0.92    0.183107  0.00563663
0.93    0.179464   0.0063844
0.94    0.173407  0.00692729
0.95    0.163207  0.00588738
0.96     0.15769  0.00511828
0.97    0.152943  0.00506149
0.98    0.144776  0.00454978
0.99      0.1461  0.00329981
1    0.140604  0.00315153
1.01    0.137245  0.00387767
1.02    0.132892  0.00403589
1.03    0.128407  0.00396179
1.04    0.122354  0.00411772
1.05    0.120199  0.00417649
1.06    0.119202   0.0040129
1.07    0.116998  0.00422247
1.08    0.113535  0.00500162
1.09     0.11199  0.00432616
1.1    0.111692  0.00479061
1.11    0.110061  0.00390189
1.12    0.102452  0.00272824
1.13    0.100466  0.00352697
1.14   0.0974664  0.00260841
1.15   0.0915176  0.00294532
1.16   0.0916204  0.00275266
1.17   0.0916654  0.00344443
1.18   0.0872738  0.00346617
1.19     0.08571  0.00335884
1.2   0.0822558  0.00254273
1.21   0.0821156   0.0024339
1.22   0.0814248   0.0029368
1.23   0.0780552  0.00273659
1.24   0.0737196   0.0024631
1.25   0.0759798  0.00315917
1.26   0.0753348  0.00216365
1.27   0.0738346  0.00235931
1.28   0.0726386  0.00242481
1.29   0.0707232  0.00204358
1.3    0.070956  0.00253211
1.31    0.069358  0.00221904
1.32   0.0657226  0.00184398
1.33   0.0657544  0.00198446
1.34   0.0668108  0.00215305
1.35   0.0634946  0.00218502
1.36   0.0611276  0.00202071
1.37   0.0615312  0.00165238
1.38   0.0592616  0.00192885
1.39   0.0590758  0.00235538
1.4   0.0581198  0.00210307
1.41   0.0556206  0.00248741
1.42   0.0552934  0.00240528
1.43   0.0533594  0.00192879
1.44    0.053022   0.0021851
1.45   0.0502634  0.00268107
1.46   0.0529206  0.00254179
1.47   0.0521214  0.00194053
1.48   0.0520766  0.00164207
1.49   0.0513898  0.00159783
1.5   0.0500712  0.00123375
1.51   0.0502504  0.00120257
1.52   0.0469784  0.00123837
1.53   0.0469692   0.0018746
1.54    0.043805  0.00155425
1.55   0.0453424  0.00163151
1.56   0.0452794  0.00155931
1.57   0.0459542   0.0013483
1.58   0.0451732  0.00150946
1.59    0.044229  0.00167039
1.6    0.044191  0.00173965
1.61     0.04383  0.00169767
1.62   0.0419638  0.00164541
1.63   0.0418346  0.00157631
1.64   0.0420148  0.00125781
1.65   0.0415394  0.00134794
1.66    0.041777  0.00134483
1.67   0.0403314  0.00153685
1.68   0.0399916  0.00126938
1.69   0.0398826  0.00119294
1.7    0.040076  0.00134715
1.71   0.0397652  0.00160217
1.72   0.0396636  0.00167848
1.73    0.037637  0.00158459
1.74   0.0370432  0.00139209
1.75   0.0362956  0.00113699
1.76   0.0362946  0.00112635
1.77   0.0369638   0.0011917
1.78   0.0374626  0.00143257
1.79   0.0359846  0.00183822
1.8   0.0366214  0.00156113
1.81   0.0343448  0.00132435
1.82   0.0344416  0.00119112
1.83   0.0323392   0.0010194
1.84   0.0309256 0.000851533
1.85   0.0307568  0.00117012
1.86   0.0302274  0.00115876
1.87   0.0306012  0.00108499
1.88    0.030621  0.00155291
1.89    0.028555  0.00129529
1.9   0.0297236  0.00149464
1.91   0.0296582  0.00150351
1.92   0.0296302   0.0012739
1.93   0.0285736  0.00155011
1.94   0.0299078  0.00138903
1.95   0.0298674  0.00140986
1.96   0.0298332  0.00137266
1.97    0.028983  0.00168224
1.98    0.029038  0.00163096
1.99   0.0278648  0.00163725
2   0.0285664  0.00153303
