0.5    0.900352   0.0195966
0.51    0.891459   0.0201475
0.52     0.86021   0.0226015
0.53    0.855742   0.0154815
0.54    0.857336   0.0117437
0.55    0.817966   0.0171657
0.56    0.807599   0.0180646
0.57    0.789902   0.0154424
0.58    0.751473   0.0170263
0.59    0.731201   0.0177356
0.6    0.703249    0.017295
0.61    0.681636   0.0185246
0.62    0.656445   0.0176179
0.63     0.63346   0.0177927
0.64    0.599564    0.015658
0.65    0.566457   0.0154644
0.66    0.541274   0.0197594
0.67    0.519404   0.0181886
0.68    0.506399   0.0148649
0.69    0.480861     0.01357
0.7     0.45778   0.0137771
0.71     0.43964   0.0127159
0.72    0.417858   0.0126656
0.73     0.39473    0.013281
0.74    0.380432   0.0130656
0.75    0.361572   0.0143646
0.76    0.340274   0.0118588
0.77    0.324295   0.0124466
0.78    0.303096   0.0121465
0.79     0.29538   0.0115585
0.8     0.28943   0.0107927
0.81    0.278463   0.0114433
0.82     0.26854   0.0114298
0.83     0.25785   0.0111384
0.84    0.246651   0.0106353
0.85    0.242145   0.0108367
0.86    0.234159  0.00950186
0.87    0.222223  0.00956939
0.88    0.213536  0.00952568
0.89    0.207807  0.00887102
0.9    0.199142  0.00910607
0.91    0.192216  0.00836522
0.92    0.183886  0.00774719
0.93    0.181668  0.00763842
0.94    0.178819  0.00767436
0.95    0.172468  0.00716977
0.96    0.167678  0.00661929
0.97     0.16242  0.00682574
0.98    0.157414  0.00659382
0.99     0.15443  0.00628471
1    0.150102  0.00649358
1.01    0.145752  0.00596969
1.02     0.14104  0.00553188
1.03    0.138257  0.00539376
1.04    0.133539  0.00509234
1.05    0.129181  0.00529016
1.06    0.125964  0.00516392
1.07    0.122671  0.00538895
1.08    0.119159  0.00533607
1.09    0.115517   0.0047509
1.1    0.112978  0.00469515
1.11     0.11121  0.00449795
1.12    0.106501   0.0043434
1.13    0.101337  0.00388219
1.14    0.100303  0.00418837
1.15    0.099614  0.00395417
1.16   0.0975756  0.00425486
1.17   0.0969816  0.00385866
1.18   0.0950526  0.00413217
1.19   0.0934538  0.00404833
1.2   0.0918042  0.00401534
1.21   0.0899818  0.00358308
1.22   0.0882904  0.00354775
1.23   0.0859696  0.00373489
1.24   0.0843078  0.00362143
1.25   0.0829204  0.00356392
1.26   0.0819194  0.00346974
1.27    0.080019  0.00350616
1.28    0.078536  0.00336989
1.29   0.0767968  0.00327936
1.3   0.0751644  0.00321405
1.31   0.0730474  0.00300072
1.32   0.0720916  0.00286793
1.33   0.0703576  0.00282425
1.34   0.0689832  0.00282163
1.35    0.067645  0.00273163
1.36   0.0664656  0.00277225
1.37   0.0651758  0.00277256
1.38   0.0642352  0.00277244
1.39    0.062237  0.00262107
1.4   0.0607816  0.00271911
1.41   0.0592168  0.00272021
1.42   0.0581192  0.00264459
1.43   0.0566694  0.00255352
1.44   0.0564952  0.00270683
1.45   0.0548842  0.00271323
1.46    0.054569  0.00265359
1.47    0.054313  0.00262953
1.48    0.053098  0.00270063
1.49   0.0522468  0.00274157
1.5   0.0512548  0.00260875
1.51   0.0505004  0.00254671
1.52    0.049557   0.0025163
1.53   0.0486774  0.00258052
1.54   0.0484168  0.00261075
1.55   0.0473538  0.00241679
1.56   0.0469816  0.00241279
1.57   0.0463978  0.00227388
1.58     0.04645  0.00218933
1.59   0.0457496  0.00225618
1.6   0.0451206  0.00211582
1.61   0.0449526  0.00209693
1.62   0.0440548  0.00219779
1.63    0.043165  0.00220301
1.64   0.0427714  0.00221948
1.65   0.0424692  0.00224114
1.66   0.0415046  0.00223517
1.67    0.041435  0.00221715
1.68   0.0404886  0.00221321
1.69   0.0400828  0.00218222
1.7   0.0398592  0.00216325
1.71   0.0392332    0.002151
1.72    0.038614  0.00214257
1.73   0.0384152  0.00204201
1.74   0.0379018  0.00201375
1.75   0.0373194  0.00205367
1.76   0.0366458   0.0019536
1.77   0.0362774   0.0019272
1.78   0.0360096   0.0019329
1.79   0.0359122  0.00196549
1.8   0.0354292  0.00194051
1.81   0.0352194  0.00190608
1.82   0.0350104  0.00189162
1.83   0.0342876  0.00182666
1.84    0.033891  0.00177869
1.85    0.033882  0.00174174
1.86    0.033163  0.00168133
1.87   0.0328646  0.00168466
1.88    0.032512  0.00176518
1.89   0.0320242  0.00180858
1.9   0.0314886  0.00181385
1.91   0.0312404  0.00184938
1.92   0.0306618  0.00188909
1.93   0.0303476  0.00185924
1.94   0.0299666  0.00185945
1.95   0.0295436  0.00183053
1.96    0.029496  0.00183162
1.97   0.0289072  0.00180507
1.98   0.0288854  0.00177195
1.99   0.0286258   0.0017394
2     0.02799  0.00175744
