0 -0.757189 0.00431438
1 -0.757152 0.00433305
2 -0.757025 0.00433873
3 -0.756973 0.00437725
4 -0.75711 0.00435678
5 -0.757054 0.00435997
6 -0.756988 0.00443296
7 -0.757223 0.00440705
8 -0.757038 0.00436587
9 -0.756795 0.00443517
10 -0.757099 0.00449458
11 -0.757195 0.00446855
12 -0.757109 0.0044627
13 -0.757102 0.00445986
14 -0.757004 0.00442885
15 -0.757173 0.00435002
16 -0.757231 0.00439026
17 -0.757184 0.00437371
18 -0.757215 0.00437109
19 -0.757113 0.00440144
20 -0.757348 0.00438942
21 -0.757294 0.00441978
22 -0.757463 0.00436374
23 -0.757582 0.00434284
24 -0.757361 0.00430944
25 -0.7576 0.00429159
26 -0.757366 0.00428374
27 -0.757175 0.00434626
28 -0.757112 0.00434012
29 -0.756863 0.00433346
30 -0.75693 0.00430046
31 -0.756762 0.00430248
32 -0.756704 0.00428264
33 -0.756646 0.00422957
34 -0.756861 0.00424481
35 -0.756624 0.00429487
36 -0.756538 0.00430068
37 -0.75616 0.00434396
38 -0.756313 0.00434349
39 -0.756318 0.00432661
40 -0.756095 0.00435584
41 -0.755973 0.00436443
42 -0.756038 0.00434905
43 -0.756415 0.00432202
44 -0.756575 0.00425878
45 -0.756674 0.00429275
46 -0.756663 0.00432083
47 -0.756637 0.00432351
48 -0.756656 0.00433735
49 -0.756611 0.00430599
50 -0.756538 0.00430888
51 -0.756316 0.00429152
52 -0.756346 0.00433589
53 -0.756531 0.00430144
54 -0.756224 0.00422735
55 -0.756314 0.00418456
56 -0.75613 0.00408049
57 -0.756117 0.004086
58 -0.756021 0.00411514
59 -0.756088 0.00413036
60 -0.756087 0.00412723
61 -0.755999 0.00410326
62 -0.756017 0.00405954
63 -0.756109 0.00400687
64 -0.755928 0.00399448
65 -0.756111 0.00400468
66 -0.756106 0.00397927
67 -0.756058 0.00398727
68 -0.755973 0.00398264
69 -0.756086 0.00397283
70 -0.756404 0.00393866
71 -0.756352 0.00393204
72 -0.756441 0.00396497
73 -0.756373 0.0039965
74 -0.756312 0.00403299
75 -0.756174 0.00402042
76 -0.75618 0.00399186
77 -0.755822 0.00398147
78 -0.755721 0.00401631
79 -0.755542 0.0039996
80 -0.755797 0.00401438
81 -0.755799 0.00399156
82 -0.755989 0.00402131
83 -0.75611 0.0040193
84 -0.75613 0.0039798
85 -0.756149 0.00399015
86 -0.75595 0.00400246
87 -0.755867 0.00408296
88 -0.756019 0.00413444
89 -0.756244 0.00411875
90 -0.756035 0.0041128
91 -0.756264 0.00409512
92 -0.756373 0.00409023
93 -0.756217 0.00411636
94 -0.756321 0.00414714
95 -0.756231 0.00409902
96 -0.75618 0.00409451
97 -0.75644 0.00406561
98 -0.756321 0.00408685
99 -0.756213 0.00410626
100 -0.756454 0.00407515
101 -0.756508 0.00400161
102 -0.756606 0.00398644
103 -0.756637 0.00397476
104 -0.756778 0.00390699
105 -0.756895 0.0038848
106 -0.756977 0.00391065
107 -0.756815 0.00395224
108 -0.756751 0.00399325
109 -0.756662 0.00395287
110 -0.756803 0.00394418
111 -0.756607 0.00392422
112 -0.756751 0.00392385
113 -0.756754 0.00390188
114 -0.756911 0.00391486
115 -0.757049 0.00392808
116 -0.757262 0.00393294
117 -0.757377 0.00390802
118 -0.757351 0.00385105
119 -0.757451 0.00381961
120 -0.757275 0.00384374
121 -0.757481 0.00385152
122 -0.757482 0.00381134
123 -0.757503 0.0038078
124 -0.757508 0.0037361
125 -0.757521 0.00376474
126 -0.757527 0.00373736
127 -0.757699 0.00373031
128 -0.75774 0.00374419
129 -0.757732 0.00370261
130 -0.757985 0.00367744
131 -0.757798 0.00365211
132 -0.75786 0.00363998
133 -0.757771 0.00365908
134 -0.757859 0.00368349
135 -0.757889 0.00367602
136 -0.757972 0.00368926
137 -0.758021 0.00365952
138 -0.757977 0.00364309
139 -0.758042 0.00367566
140 -0.758191 0.00369533
141 -0.758166 0.00370979
142 -0.758393 0.00370129
143 -0.75844 0.00376761
144 -0.758453 0.00380214
145 -0.758419 0.00377486
146 -0.758334 0.00380793
147 -0.758443 0.00382836
148 -0.758583 0.00383324
149 -0.758488 0.00385248
150 -0.758475 0.0038037
151 -0.758451 0.00381151
152 -0.758492 0.00379635
153 -0.75831 0.00378529
154 -0.758378 0.00384194
155 -0.758418 0.00382166
156 -0.758342 0.00380506
157 -0.758416 0.00380114
158 -0.758708 0.00379461
159 -0.758844 0.00377754
160 -0.758837 0.00372545
161 -0.758901 0.00374103
162 -0.758987 0.00376404
163 -0.759277 0.00371784
164 -0.759098 0.00375913
165 -0.759009 0.00375073
166 -0.758786 0.00380807
167 -0.758791 0.00378962
168 -0.758654 0.00375443
169 -0.758849 0.00373892
170 -0.758859 0.0037604
171 -0.758746 0.00377921
172 -0.758926 0.0037586
173 -0.758874 0.00376655
174 -0.758893 0.0037885
175 -0.758943 0.00382865
176 -0.759064 0.00381829
177 -0.759001 0.00381589
178 -0.759009 0.00386619
179 -0.759159 0.00389375
180 -0.759138 0.0038116
181 -0.759221 0.00379047
182 -0.759183 0.00378388
183 -0.759105 0.0037909
184 -0.759185 0.00378056
185 -0.759097 0.00374089
186 -0.759202 0.00371487
187 -0.759239 0.00377308
188 -0.759143 0.00379668
189 -0.759139 0.00384185
190 -0.758824 0.00382823
191 -0.758867 0.00389232
192 -0.758961 0.0039003
193 -0.75882 0.00396819
194 -0.758841 0.00392859
195 -0.758886 0.00390379
196 -0.758927 0.00393142
197 -0.759031 0.00391758
198 -0.759186 0.0039034
199 -0.759317 0.00389381
200 -0.759464 0.00384673
201 -0.759409 0.00385857
202 -0.759445 0.00383375
203 -0.759239 0.00387512
204 -0.759184 0.00385433
205 -0.759381 0.00383159
206 -0.759073 0.00381671
207 -0.759215 0.00387282
208 -0.759082 0.0038995
209 -0.758918 0.00391791
210 -0.758791 0.00389749
211 -0.758854 0.00392661
212 -0.758976 0.00387775
213 -0.758799 0.00390049
214 -0.758809 0.00391855
215 -0.758928 0.00392962
216 -0.759056 0.00397601
217 -0.758891 0.00396978
218 -0.75887 0.00395269
219 -0.758704 0.00393513
220 -0.758772 0.00391774
221 -0.758581 0.00389786
222 -0.758864 0.00389612
223 -0.758761 0.00392493
224 -0.758796 0.00389374
225 -0.758707 0.00386785
226 -0.758856 0.00384996
227 -0.758514 0.00387303
228 -0.758507 0.00390514
229 -0.758607 0.00387127
230 -0.758665 0.0038257
231 -0.758934 0.00378999
232 -0.759046 0.00379497
233 -0.759019 0.00376838
234 -0.758841 0.0038146
235 -0.75886 0.00381534
236 -0.758796 0.0038311
237 -0.758851 0.00378266
238 -0.758973 0.00378999
239 -0.758895 0.00382976
240 -0.758934 0.00377174
241 -0.758952 0.0037461
242 -0.758796 0.00369359
243 -0.759007 0.0037456
244 -0.758943 0.00376266
245 -0.758992 0.00383027
246 -0.758936 0.00382533
247 -0.758746 0.003862
248 -0.758727 0.00380695
249 -0.758848 0.0037783
250 -0.758944 0.00379578
251 -0.758797 0.00375434
252 -0.758761 0.00372351
253 -0.758785 0.00372496
254 -0.758827 0.00375515
255 -0.758818 0.00382008
256 -0.758965 0.0037209
257 -0.759041 0.00368236
258 -0.758915 0.00370869
259 -0.758807 0.00372193
260 -0.758804 0.00374168
261 -0.758837 0.00371858
262 -0.758766 0.00371092
263 -0.758812 0.00370641
264 -0.758748 0.00370611
265 -0.758801 0.00370734
266 -0.758988 0.00370147
267 -0.758875 0.00368167
268 -0.758733 0.00371023
269 -0.758908 0.00376118
270 -0.758973 0.00372283
271 -0.758718 0.00372254
272 -0.75851 0.00372933
273 -0.758468 0.00364696
274 -0.758273 0.00366215
275 -0.758329 0.00366704
276 -0.758129 0.00367649
277 -0.758247 0.00365901
278 -0.758302 0.00368563
279 -0.758147 0.00370946
280 -0.758219 0.00372973
281 -0.758247 0.00370013
282 -0.758119 0.00369029
283 -0.758105 0.00367067
284 -0.758054 0.00374798
285 -0.757998 0.00373566
286 -0.757925 0.00373852
287 -0.758005 0.00370912
288 -0.757941 0.00371809
289 -0.757993 0.00374815
290 -0.7578 0.00375218
291 -0.757729 0.00374975
292 -0.757826 0.00376868
293 -0.757801 0.00380835
294 -0.757844 0.00385541
295 -0.757892 0.00383604
296 -0.758129 0.00382834
297 -0.757904 0.00386562
298 -0.75791 0.00386307
299 -0.757814 0.00385702
