-3.297 0
-3.29636 0.0006408
-3.29704 0.000779756
-3.29814 0.0012284
-3.29878 0.00114676
-3.29906 0.000976278
-3.2996 0.000988409
-3.29994 0.000922338
-3.29993 0.000813488
-3.30022 0.000780698
-3.30056 0.000782986
-3.30088 0.000785219
-3.30104 0.000739972
-3.30096 0.000689475
-3.30113 0.000662132
-3.30131 0.000647104
-3.30157 0.000660063
-3.30177 0.000653248
-3.30177 0.000617912
-3.30172 0.000588722
-3.30152 0.000593449
-3.30146 0.000569328
-3.30155 0.00055222
-3.30154 0.000528844
-3.30143 0.000519298
-3.30131 0.000513222
-3.30134 0.00049506
-3.30133 0.000477234
-3.30129 0.000462025
-3.30119 0.000457227
-3.30117 0.000442855
-3.30113 0.000430192
-3.30104 0.000428651
-3.30108 0.000418004
-3.30115 0.000412733
-3.30119 0.00040241
-3.30126 0.000397982
-3.3013 0.000390281
-3.30132 0.000380437
-3.30139 0.000377594
