-6.65506 0
-6.66114 0.0060764
-6.66119 0.00350858
-6.66377 0.00358037
-6.65049 0.013565
-6.65422 0.0116861
-6.65449 0.0098803
-6.65233 0.00882582
-6.65363 0.00789246
-6.65616 0.00750001
-6.65361 0.00725056
-6.65345 0.00662056
-6.65497 0.00627583
-6.65343 0.0060114
-6.65206 0.00576138
-6.65274 0.00543167
-6.65281 0.00510277
-6.65238 0.00483065
-6.65191 0.0045936
-6.65348 0.00463213
-6.65153 0.00481701
-6.65363 0.00505179
-6.652 0.00509544
-6.65088 0.0050052
-6.65234 0.0050177
-6.65217 0.00482388
-6.65244 0.00464928
-6.65316 0.00453897
-6.65308 0.00438049
-6.65325 0.0042356
-6.65232 0.00420183
-6.65258 0.00407655
-6.65287 0.00396183
-6.6532 0.00385811
-6.65309 0.00374795
-6.65306 0.00364253
-6.65342 0.00356178
-6.65361 0.00347171
-6.65352 0.00338265
-6.65299 0.00333982
