1.19131 0
1.19206 0.0007536
1.19538 0.00334707
1.19749 0.00316909
1.20049 0.0038771
1.19996 0.00320998
1.19864 0.00301813
1.19618 0.0035859
1.19653 0.0031813
1.19614 0.00287114
1.19825 0.00334166
1.2001 0.00357095
1.20244 0.00403205
1.2037 0.00394058
1.20345 0.00367728
1.20271 0.00351856
1.20144 0.00353988
1.20121 0.00334536
1.20098 0.00317308
1.20023 0.00310056
1.19919 0.00312756
1.19838 0.00309178
1.19729 0.00314676
1.19699 0.00302825
1.19716 0.00291
1.19743 0.00280833
1.19792 0.00274752
1.19889 0.00281681
1.19965 0.00282355
1.20019 0.00278085
1.2 0.0026963
1.20016 0.00261573
1.20026 0.00253702
1.20066 0.00249368
1.20096 0.00243926
1.20121 0.0023844
1.20094 0.00233482
1.20039 0.00233872
1.20004 0.00230418
1.1997 0.00227164
