1.48767 0
1.49976 0.0120917
1.5185 0.0200004
1.51865 0.0141432
1.52082 0.0111676
1.51942 0.00922487
1.52065 0.00789325
1.5089 0.0135961
1.512 0.0123848
1.51267 0.0110976
1.51515 0.010339
1.51318 0.00964003
1.51762 0.00991497
1.51855 0.0092264
1.51694 0.00873945
1.52246 0.00986654
1.52068 0.00943705
1.51701 0.00962629
1.51745 0.00911643
1.51755 0.00864921
1.51422 0.00887661
1.51392 0.0084688
1.51215 0.00828425
1.51284 0.0079615
1.51393 0.00771383
1.50985 0.00845751
1.50988 0.00813829
1.50901 0.00788995
1.50869 0.00762008
1.50739 0.00747431
1.50628 0.00731433
1.50531 0.00714892
1.50411 0.00703173
1.50475 0.00685181
1.50434 0.00666583
1.50707 0.00702889
1.50683 0.00684015
1.50755 0.00669558
1.50619 0.00666085
1.50731 0.0065887
1.50606 0.00654644
1.50722 0.00649185
1.50701 0.00634256
1.50891 0.00648222
1.50859 0.00634478
1.50849 0.00620602
1.50689 0.00628084
1.50743 0.00617207
1.50668 0.00609069
1.50756 0.00603231
1.50708 0.00593266
1.50657 0.00583975
1.50604 0.00575305
1.5061 0.00564585
1.50666 0.0055705
1.50557 0.00557805
1.50543 0.00548095
1.50547 0.00538577
1.50521 0.00530025
1.5062 0.00530381
1.50503 0.00534547
1.50436 0.00530105
1.50463 0.00522315
1.50543 0.00520298
1.50537 0.0051226
1.50519 0.00504758
1.50481 0.00498641
1.50527 0.00493351
1.50563 0.00487525
1.50658 0.00489745
1.50713 0.00485896
1.50763 0.00481742
1.50773 0.00475211
1.50725 0.00471195
1.50727 0.00464874
1.50799 0.00464233
1.50869 0.00463561
1.50898 0.00458455
1.50786 0.00466151
1.50797 0.0046042
1.50842 0.00456881
1.50791 0.00454153
1.50712 0.00455472
1.50746 0.0045133
1.5074 0.00446038
1.50662 0.00447662
1.50638 0.00443146
1.50628 0.00438192
1.50639 0.00433392
1.50601 0.00430269
1.50632 0.00426659
1.50555 0.00428896
1.50526 0.00425291
1.50457 0.00426407
1.50341 0.00437376
1.50288 0.00436105
1.50373 0.00439907
1.50341 0.00436548
1.5036 0.00432527
1.50333 0.00429018
