1 1 1 1.73205
-0.373199 0.0695352 -0.332266 0.504493
-1.81545 -0.0202813 0.442005 1.86859
0.0806335 -0.264516 -0.0116937 0.276781
-0.737439 -0.577791 -1.17967 1.50641
-0.429261 -0.919784 -1.31501 1.66118
-0.214158 -0.37302 0.283939 0.515392
-0.498021 -0.106609 -0.672949 0.843949
-0.382298 0.13037 -0.229232 0.46443
0.39327 -0.34502 -1.78077 1.85603
0.0265568 0.839319 -1.76283 1.95262
-0.967672 -0.198879 -0.403185 1.06701
-0.705231 0.756936 -0.881176 1.35896
-0.366151 -0.447433 -0.682896 0.894768
-0.495881 -1.53335 -0.514871 1.69179
0.541067 -0.21021 1.61732 1.71833
1.01502 1.01783 0.712124 1.60417
-2.57857 0.21997 -0.950225 2.75687
0.483503 0.12358 -1.07315 1.18351
0.42367 0.418049 -0.108303 0.604972
0.111923 0.427784 -0.0532257 0.445375
0.948414 -0.87916 -0.728676 1.48438
0.982689 -0.0501801 -1.40143 1.71236
0.0763702 0.562247 -0.307809 0.645523
-0.341405 -1.32446 -0.158726 1.37694
-0.294483 0.923979 -0.177378 0.98586
0.0416524 0.408028 -0.299177 0.50767
0.58494 0.309122 0.924108 1.13652
-0.399202 0.582121 -0.2816 0.759951
-0.174278 0.0538386 0.124562 0.220878
-0.137578 0.192116 -0.763715 0.799436
0.0387372 0.41574 -0.329681 0.532006
0.0387372 0.41574 -0.329681 0.532006
0.42503 0.757368 0.331983 0.929769
-1.05564 0.49794 0.785123 1.40667
-0.186972 0.865551 -0.27175 0.926275
0.0998018 -1.73156 0.128303 1.73917
-0.116693 0.324778 0.159312 0.380103
-0.402751 -0.135015 1.1373 1.21404
-0.180138 0.100832 -0.625387 0.658578
-0.205998 0.34099 0.30316 0.500614
-0.43025 0.243375 0.41823 0.647505
-0.933233 -1.77208 0.990609 2.23439
0.967115 -0.832625 0.498177 1.36995
-0.396146 -0.22672 -0.18136 0.491146
-0.132884 -0.0786975 -0.0752577 0.1718
-0.342632 -0.120147 -0.225194 0.427252
0.572653 0.817293 -0.248374 1.02839
0.880994 -0.0602494 -1.80819 2.01229
1.71436 0.00870805 -0.243001 1.73152
-0.710458 1.33353 1.07886 1.85661
1.04138 -0.239195 0.371289 1.13117
-0.00783952 1.18313 -0.479423 1.2766
0.579135 -1.34923 -0.800251 1.67219
-0.410168 0.364563 -0.849215 1.01109
0.767754 -0.948734 -0.692959 1.40347
0.0106578 -2.01656 0.445731 2.06526
-0.423518 -0.323587 -0.842145 0.996636
-0.543108 0.78092 -1.70228 1.95002
0.291106 -0.352344 1.18414 1.26929
-0.905822 0.557627 0.737979 1.29463
-0.693097 2.1046 0.927714 2.40216
-1.06757 2.85007 0.77932 3.14165
