1 1 1 1.73205
-2.42379 1.53144 2.97117 4.12891
-5.88519 1.31588 4.82942 7.72595
1.98028 -3.44269 1.81006 4.36463
-2.54143 -3.60153 2.55816 5.09648
-0.690203 -2.88076 3.12572 4.30643
0.744763 -0.817412 4.91239 5.03531
0.825452 3.25441 2.68932 4.30175
-0.77788 2.29008 3.07438 3.9117
0.638839 -0.854645 1.49259 1.83477
1.07934 0.66354 1.98245 2.35273
0.713111 -2.6822 2.86094 3.98593
-2.16481 -1.41521 2.67592 3.72153
-1.0891 -2.14554 2.88866 3.7595
-2.24335 -1.38885 0.382464 2.66605
0.245325 1.78669 5.49972 5.78786
1.3828 4.73398 3.32725 5.94923
-2.37342 2.31585 -2.74867 4.30714
2.21943 2.61929 -4.01015 5.279
-0.199106 3.02882 -3.87626 4.92329
2.02745 1.76689 -2.54063 3.69963
2.47771 -3.66329 -6.02077 7.4705
2.55997 -1.67374 -7.63537 8.22518
0.60908 2.49553 -1.37368 2.91302
-0.201712 -2.79416 -4.32955 5.15685
-0.0890992 2.6021 -4.37432 5.09053
-2.02525 3.33803 4.01984 5.60385
3.07662 0.655265 5.25809 6.12719
0.714682 1.31046 2.36439 2.79615
1.57285 1.42408 2.15105 3.02141
-0.265631 1.75158 1.60027 2.38736
-1.14206 0.803282 4.56349 4.77232
-0.0696348 2.36538 5.78256 6.24803
1.49912 1.4583 3.10679 3.74515
-2.05448 0.83567 4.19433 4.74464
2.43908 2.04088 -3.04257 4.40131
-0.580445 -4.9525 4.19067 6.51351
-0.591241 -1.65135 5.95785 6.21068
0.2046 -3.74454 3.07857 4.85191
-0.555011 -0.230152 3.16846 3.22493
-1.11195 0.576158 3.73395 3.93837
-3.88499 1.17208 6.75274 7.87822
-0.911012 -1.90743 4.97998 5.41003
0.389591 1.19046 3.02664 3.2756
-0.532447 1.95571 -3.47066 4.01918
1.12629 -2.33444 -2.72287 3.75927
-0.135707 -1.2957 -5.04341 5.20895
0.264446 3.07812 -3.34882 4.55624
1.47641 0.309812 -9.49799 9.61704
8.38583 0.770636 -3.77189 9.2273
2.30821 3.01506 -3.89412 5.43899
1.09805 0.396308 -1.77835 2.12727
-1.19382 2.29867 2.6969 3.7393
0.214922 -3.77899 1.92692 4.24734
-2.1594 0.334112 1.8094 2.837
-1.44213 -1.49386 -3.68218 4.22727
-0.797844 -5.51397 -4.57086 7.20647
-1.83987 -1.45085 -7.66176 8.01203
-1.21269 0.363568 -10.2356 10.3136
0.681549 1.26323 -5.42632 5.61295
1.05265 2.81434 -4.24868 5.20383
-0.00995518 5.65225 -4.87418 7.46362
-2.03812 7.03342 -3.77751 8.23969
-1.45278 6.1852 -3.68476 7.34471
3.97762 1.40787 -7.9693 9.01739
0.392656 0.574237 -4.80999 4.86003
0.15408 0.135758 -1.24937 1.26613
0.5582 0.0316292 -2.0981 2.17131
1.78458 -1.45917 -1.87597 2.97206
-1.49053 -1.54969 -3.76149 4.33267
-5.21438 -2.02842 -2.75273 6.23552
-2.89473 -6.40311 -5.45971 8.89875
5.0366 -4.33382 -10.1997 12.1731
1.52653 -4.37895 -7.67009 8.96303
3.34338 -1.5319 -4.40977 5.74204
-2.01 0.280875 -3.51487 4.05873
1.15067 -2.53429 -2.75727 3.9178
1.85652 0.862476 4.77511 5.1954
0.00865075 0.65838 6.64822 6.68075
0.669271 -3.61898 7.47225 8.32944
-3.31592 1.19514 4.39269 5.632
0.272449 2.29252 3.8943 4.5272
-1.05228 0.661412 2.88995 3.14588
1.6792 4.19105 -0.21275 4.51995
-1.18456 1.31373 -2.18499 2.81127
-1.67253 0.521111 2.96326 3.44235
4.18746 1.72901 -1.12706 4.66846
4.64948 -2.34072 -8.45369 9.92782
8.72873 0.505417 -3.9519 9.59498
5.74071 -3.63843 -2.96395 7.41478
3.42827 -1.60471 -7.29763 8.22092
2.47084 0.82211 -3.53763 4.39269
-0.831662 1.34856 -3.66071 3.98887
3.6341 2.52234 -6.8805 8.17986
2.08072 0.128101 -5.96358 6.31744
-2.56298 -3.85332 -2.34455 5.18786
-3.90745 1.31081 1.32426 4.32898
-1.5062 -0.415956 8.08652 8.2361
3.77247 -2.02406 2.59275 5.00507
-0.772931 -3.22753 1.6048 3.68643
-2.622 -2.70028 -2.89263 4.74697
-2.37862 1.59899 -2.64989 3.9034
1.63717 -0.146287 -2.48024 2.97546
-0.776066 -0.230663 -5.81043 5.86657
0.655899 -1.14299 -2.13673 2.51043
0.514744 -1.71589 3.24627 3.70776
-1.07087 -3.82714 5.21896 6.55982
1.59811 0.668284 0.6693 1.85702
3.80083 -1.95026 -2.98614 5.21218
-2.44892 0.188996 -9.05526 9.38247
-0.709668 0.819339 -6.31012 6.40254
2.28745 1.44899 -3.35037 4.30778
0.377989 0.388377 -2.66023 2.71487
-2.92796 2.10788 -3.26557 4.86621
-1.64473 -1.50612 -7.15402 7.49357
1.33815 1.46105 -4.67097 5.07378
-1.20181 1.74693 -3.49968 4.09193
1.74088 2.65616 -1.36991 3.45869
1.82862 3.08691 -1.77891 4.00467
-0.31169 1.2501 -2.97025 3.23764
2.1598 0.0750115 4.28182 4.79628
4.35453 -3.25241 -4.50441 7.05902
0.818183 -3.80408 -3.37819 5.15292
0.812267 0.960921 -4.78749 4.95007
-1.82792 0.947428 -6.47669 6.79606
-1.75981 2.87191 -2.0817 3.95958
1.75215 0.75946 -5.60867 5.92486
-2.93304 -3.65867 -4.76947 6.68853
-2.43992 -1.82342 2.37782 3.86421
0.168412 1.7402 3.61499 4.01557
4.92126 2.76757 3.69309 6.74664
0.994656 4.41055 5.23176 6.91474
-0.370745 1.66157 5.95491 6.19348
-0.107886 1.67482 4.40652 4.7153
-0.592629 1.77677 3.50704 3.97586
-0.784328 3.00243 3.76259 4.87718
-2.44464 1.30532 1.98339 3.40792
1.57481 -0.550359 1.70599 2.38607
2.50115 1.10518 4.00814 4.85205
-1.31206 0.478031 0.530856 1.49393
0.53708 0.681083 1.57262 1.79596
-1.88258 3.28457 2.87118 4.75144
-0.0853689 2.28029 2.16892 3.14821
2.22594 -0.501097 4.72696 5.24881
3.59255 -1.18071 3.50547 5.15643
0.937881 -0.0589322 1.36963 1.66102
1.23704 -0.280155 4.8967 5.05831
-0.890254 1.66685 1.77324 2.59139
1.5252 -2.18663 4.56177 5.28369
1.59431 1.97823 6.37308 6.86086
0.991691 -0.103635 4.96067 5.05988
-2.78443 -0.872398 7.30483 7.86605
-1.47485 -0.599224 2.5285 2.9879
0.135985 -1.61879 -3.45006 3.81338
1.28175 -2.76633 -2.86369 4.18285
0.134284 -3.35112 0.596312 3.40641
1.34824 0.878219 -3.6348 3.97502
-1.3405 -3.59241 -4.2346 5.71264
-0.543124 -4.9719 -4.45106 6.69527
-3.70327 3.32086 -5.43424 7.36704
-1.55444 1.83881 -4.76398 5.33788
-0.447372 -0.329791 -1.48774 1.58817
0.843417 2.43674 -4.41194 5.11022
-2.91351 0.70477 -4.5356 5.43663
-3.89671 3.42402 -2.47657 5.74819
-0.48533 4.82086 -4.04337 6.31071
-0.115579 4.08997 -8.00212 8.9875
-0.121709 1.2538 -6.16577 6.29314
-0.686458 -0.585023 -4.42185 4.5129
0.00130875 -1.00999 -2.98653 3.15269
1.74038 1.26793 -3.00483 3.6967
