1.81145 0
1.80901 0.0024338
1.80772 0.00191414
1.80383 0.00411497
1.79976 0.00517066
1.79096 0.00975777
1.78546 0.00991413
1.78246 0.00909429
1.78206 0.00803061
1.78756 0.00904663
1.79156 0.00911263
1.79592 0.00939101
1.79836 0.00897652
1.79938 0.00837256
1.80057 0.00788479
1.80317 0.00782004
1.80618 0.00793882
1.80865 0.00788084
1.81125 0.0078956
1.81272 0.00763262
1.81311 0.00727083
1.81367 0.00695498
1.81345 0.00664931
1.81286 0.00639393
1.8131 0.00613772
1.81187 0.00602381
1.81105 0.00585403
1.80995 0.00574825
1.80912 0.0056086
1.80812 0.00550832
1.80684 0.00548073
1.80642 0.00532285
1.80506 0.00533703
1.80449 0.0052082
1.80379 0.00510644
1.80432 0.0049912
1.80416 0.00485703
1.80505 0.00481049
1.80434 0.00473921
1.8035 0.0046957
